1|Espere mientras se abre la aplicación|2016-05-24T09:35:57.0000000|2016-05-24T09:36:08.0000000|ManicTime|ManicTime/Applications
3||2016-05-24T09:35:57.0000000|2016-05-24T09:36:28.0000000||ManicTime/ComputerUsage
4|ManicTime|2016-05-24T09:36:08.0000000|2016-05-24T09:36:13.0000000|ManicTime|ManicTime/Applications
5|ManicTime|2016-05-24T09:36:13.0000000|2016-05-24T09:36:19.0000000|ManicTime|ManicTime/Applications
6|Configuración|2016-05-24T09:36:19.0000000|2016-05-24T09:36:24.0000000|ManicTime|ManicTime/Applications
7|Menú Inicio|2016-05-24T09:36:24.0000000|2016-05-24T09:36:28.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
8|Sistema operativo Microsoft® Windows®|2016-06-02T15:20:45.0000000|2016-06-02T15:20:56.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
9|Servicios|2016-06-02T15:20:56.0000000|2016-06-02T15:21:10.0000000|Servicios|ManicTime/Applications
10|Propiedades de Web Deployment Agent Service (Equipo local)|2016-06-02T15:21:10.0000000|2016-06-02T15:21:17.0000000|Propiedades de Web Deployment Agent Service (Equipo local)|ManicTime/Applications
11|Installers|2016-06-02T15:21:17.0000000|2016-06-02T15:21:29.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
12|Setup|2016-06-02T15:21:29.0000000|2016-06-02T15:21:37.0000000|Microsoft® Visual Studio® 2008|ManicTime/Applications
13|Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030 Setup|2016-06-02T15:21:37.0000000|2016-06-02T15:21:44.0000000|Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030|ManicTime/Applications
14|Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030|2016-06-02T15:21:44.0000000|2016-06-02T15:22:15.0000000|Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030|ManicTime/Applications
15||2016-06-02T15:20:45.0000000|2016-06-02T15:33:09.0000000||ManicTime/ComputerUsage
16|Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.60610|2016-06-02T15:22:15.0000000|2016-06-02T15:22:23.0000000|Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.60610|ManicTime/Applications
17|Installers|2016-06-02T15:22:23.0000000|2016-06-02T15:22:28.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
18|Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030 Setup|2016-06-02T15:22:28.0000000|2016-06-02T15:22:51.0000000|Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030|ManicTime/Applications
