1|Espere mientras se abre la aplicación|2016-05-24T08:38:20.0000000|2016-05-24T08:38:31.0000000|ManicTime|ManicTime/Applications
3||2016-05-24T08:38:20.0000000|2016-05-24T08:39:42.0000000||ManicTime/ComputerUsage
4|ManicTime -|2016-05-24T08:38:31.0000000|2016-05-24T08:38:36.0000000|ManicTime|ManicTime/Applications
5|Licencia|2016-05-24T08:38:36.0000000|2016-05-24T08:38:46.0000000|ManicTime|ManicTime/Applications
6|ManicTime - STANDARD|2016-05-24T08:38:46.0000000|2016-05-24T08:39:34.0000000|ManicTime|ManicTime/Applications
7|Configuración|2016-05-24T08:39:34.0000000|2016-05-24T08:39:40.0000000|ManicTime|ManicTime/Applications
8|Menú Inicio|2016-05-24T08:39:40.0000000|2016-05-24T08:39:42.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
9|Copiar 9 elementos (249 MB)|2016-06-02T13:19:14.0000000|2016-06-02T13:19:21.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
10|60 segundos restantes|2016-06-02T13:19:21.0000000|2016-06-02T13:19:26.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
11|20 segundos restantes|2016-06-02T13:19:26.0000000|2016-06-02T13:19:33.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
12|10 segundos restantes|2016-06-02T13:19:33.0000000|2016-06-02T13:19:39.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
13|Installers|2016-06-02T13:19:39.0000000|2016-06-02T13:19:45.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
14|Setup|2016-06-02T13:19:45.0000000|2016-06-02T13:19:53.0000000|Microsoft® Visual Studio® 2008|ManicTime/Applications
15|Microsoft Visual C++ 2008 Redistributable Setup|2016-06-02T13:19:53.0000000|2016-06-02T13:19:58.0000000|Microsoft® Visual Studio® 2008|ManicTime/Applications
16|Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030 Setup|2016-06-02T13:19:58.0000000|2016-06-02T13:20:30.0000000|Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030|ManicTime/Applications
17||2016-06-02T13:19:14.0000000|2016-06-02T13:31:23.0000000||ManicTime/ComputerUsage
18|Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.60610|2016-06-02T13:20:30.0000000|2016-06-02T13:21:02.0000000|Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.60610|ManicTime/Applications
19|Installers|2016-06-02T13:21:02.0000000|2016-06-02T13:21:11.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
20|Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501|2016-06-02T13:21:11.0000000|2016-06-02T13:21:54.0000000|Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501|ManicTime/Applications
21|Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.21005|2016-06-02T13:21:54.0000000|2016-06-02T13:22:36.0000000|Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.21005|ManicTime/Applications
