24|Escritorio|"2017-07-12 09:33:15"|"2017-07-12 09:33:27"|Archivos|ManicTime/Applications
24|Escritorio|"2017-07-12 09:33:15"|"2017-07-12 09:33:27"|"Session lock"|ManicTime/Applications
26|"Nueva pestaña - Google Chrome"|"2017-07-12 09:33:27"|"2017-07-12 09:34:10"|"Google Chrome"|ManicTime/Applications
27|"how to install django ubuntu - Buscar con Google - Google Chrome"|"2017-07-12 09:34:10"|"2017-07-12 09:34:17"|"Google Chrome"|ManicTime/Applications
28|"How To Install the Django Web Framework on Ubuntu 14.04 | DigitalOcean - Google Chrome"|"2017-07-12 09:34:17"|"2017-07-12 09:34:27"|"Google Chrome"|ManicTime/Applications
29|"estudiante@GGIECSOFWRK146: ~"|"2017-07-12 09:34:27"|"2017-07-12 09:34:55"|Terminal|ManicTime/Applications
31|Ubuntu|"2017-07-12 09:34:55"|"2017-07-12 09:35:00"|"Informar de un problema..."|ManicTime/Applications
32|"estudiante@GGIECSOFWRK146: ~"|"2017-07-12 09:35:00"|"2017-07-12 09:40:29"|Terminal|ManicTime/Applications
33|"Nueva pestaña - Google Chrome"|"2017-07-12 09:40:29"|"2017-07-12 09:40:34"|"Google Chrome"|ManicTime/Applications
34|"ESPOL | Servicio de Autenticación - Google Chrome"|"2017-07-12 09:40:34"|"2017-07-12 09:40:54"|"Google Chrome"|ManicTime/Applications
35|"Actividad reciente - Google Chrome"|"2017-07-12 09:40:54"|"2017-07-12 09:41:17"|"Google Chrome"|ManicTime/Applications
36|"DESARROLLO DE APLICACIONES WEB - Google Chrome"|"2017-07-12 09:41:17"|"2017-07-12 09:41:24"|"Google Chrome"|ManicTime/Applications
37|"Trabajos: DESARROLLO DE APLICACIONES WEB - Google Chrome"|"2017-07-12 09:41:24"|"2017-07-12 09:41:29"|"Google Chrome"|ManicTime/Applications
38|"Práctica: Procesamiento de Formularios: DESARROLLO DE APLICACIONES WEB - Google Chrome"|"2017-07-12 09:41:29"|"2017-07-12 09:41:36"|"Google Chrome"|ManicTime/Applications
39|"Nueva pestaña - Google Chrome"|"2017-07-12 09:41:36"|"2017-07-12 09:41:43"|"Google Chrome"|ManicTime/Applications
40|"Sign in to GitHub · GitHub - Google Chrome"|"2017-07-12 09:41:43"|"2017-07-12 09:42:24"|"Google Chrome"|ManicTime/Applications
41|"GitHub - Google Chrome"|"2017-07-12 09:42:24"|"2017-07-12 09:42:40"|"Google Chrome"|ManicTime/Applications
42|"johanalejandro (Johan Canales R) - Google Chrome"|"2017-07-12 09:42:40"|"2017-07-12 09:42:48"|"Google Chrome"|ManicTime/Applications
43|"johanalejandro/comedoresEspol.github.io: Proyecto de DAW - Google Chrome"|"2017-07-12 09:42:48"|"2017-07-12 09:42:58"|"Google Chrome"|ManicTime/Applications
44|"estudiante@GGIECSOFWRK146: ~"|"2017-07-12 09:42:58"|"2017-07-12 09:43:59"|Terminal|ManicTime/Applications
45|"Carpeta personal"|"2017-07-12 09:43:59"|"2017-07-12 09:44:08"|Archivos|ManicTime/Applications
45|"Carpeta personal"|"2017-07-12 09:43:59"|"2017-07-12 09:44:08"|"Session lock"|ManicTime/Applications
46|comedoresEspol.github.io|"2017-07-12 09:44:08"|"2017-07-12 09:44:32"|Archivos|ManicTime/Applications
46|comedoresEspol.github.io|"2017-07-12 09:44:08"|"2017-07-12 09:44:32"|"Session lock"|ManicTime/Applications
47|"Inicio de sesion - Mozilla Firefox"|"2017-07-12 09:44:32"|"2017-07-12 09:44:44"|"Navegador web Firefox"|ManicTime/Applications
48|"Inicio de sesion - Google Chrome"|"2017-07-12 09:44:44"|"2017-07-12 09:45:07"|"Google Chrome"|ManicTime/Applications
49|"Comedores de la ESPOL - Google Chrome"|"2017-07-12 09:45:07"|"2017-07-12 09:45:45"|"Google Chrome"|ManicTime/Applications
50|"Comedores de la ESPOL - Mozilla Firefox"|"2017-07-12 09:45:45"|"2017-07-12 09:45:53"|"Navegador web Firefox"|ManicTime/Applications
51|"Mejores platos - Mozilla Firefox"|"2017-07-12 09:45:53"|"2017-07-12 09:46:13"|"Navegador web Firefox"|ManicTime/Applications
52|"Mejores platos - Google Chrome"|"2017-07-12 09:46:13"|"2017-07-12 09:47:00"|"Google Chrome"|ManicTime/Applications
53|"Galeria de platos - Google Chrome"|"2017-07-12 09:47:00"|"2017-07-12 09:48:16"|"Google Chrome"|ManicTime/Applications
54|"johanalejandro/comedoresEspol.github.io: Proyecto de DAW - Google Chrome"|"2017-07-12 09:48:16"|"2017-07-12 09:48:24"|"Google Chrome"|ManicTime/Applications
55|"Inicio de sesion - Mozilla Firefox"|"2017-07-12 09:48:24"|"2017-07-12 09:48:34"|"Navegador web Firefox"|ManicTime/Applications
